state,year,period,value,footnotes
Florida,2016,M12,467212,Reflects revised population controls and model reestimation.
Florida,2016,M11,473563,Reflects revised population controls and model reestimation.
Florida,2016,M10,490603,Reflects revised population controls and model reestimation.
Florida,2016,M09,508834,Reflects revised population controls and model reestimation.
Florida,2016,M08,509388,Reflects revised population controls and model reestimation.
Florida,2016,M07,508776,Reflects revised population controls and model reestimation.
Florida,2016,M06,497771,Reflects revised population controls and model reestimation.
Florida,2016,M05,445147,Reflects revised population controls and model reestimation.
Florida,2016,M04,450261,Reflects revised population controls and model reestimation.
Florida,2016,M03,466631,Reflects revised population controls and model reestimation.
Florida,2016,M02,460727,Reflects revised population controls and model reestimation.
Florida,2016,M01,485449,Reflects revised population controls and model reestimation.
Florida,2015,M12,469345,Reflects revised population controls and model reestimation.
Florida,2015,M11,486139,Reflects revised population controls and model reestimation.
Florida,2015,M10,498168,Reflects revised population controls and model reestimation.
Florida,2015,M09,515981,Reflects revised population controls and model reestimation.
Florida,2015,M08,536825,Reflects revised population controls and model reestimation.
Florida,2015,M07,557088,Reflects revised population controls and model reestimation.
Florida,2015,M06,543327,Reflects revised population controls and model reestimation.
Florida,2015,M05,531573,Reflects revised population controls and model reestimation.
Florida,2015,M04,502591,Reflects revised population controls and model reestimation.
Florida,2015,M03,515163,Reflects revised population controls and model reestimation.
Florida,2015,M02,529139,Reflects revised population controls and model reestimation.
Florida,2015,M01,564169,Reflects revised population controls and model reestimation.
Florida,2014,M12,526208,Reflects revised population controls and model reestimation.
Florida,2014,M11,558404,Reflects revised population controls and model reestimation.
Florida,2014,M10,570852,Reflects revised population controls and model reestimation.
Florida,2014,M09,602230,Reflects revised population controls and model reestimation.
Florida,2014,M08,638495,Reflects revised population controls and model reestimation.
Florida,2014,M07,644689,Reflects revised population controls and model reestimation.
Florida,2014,M06,616487,Reflects revised population controls and model reestimation.
Florida,2014,M05,605051,Reflects revised population controls and model reestimation.
Florida,2014,M04,576595,Reflects revised population controls and model reestimation.
Florida,2014,M03,626052,Reflects revised population controls and model reestimation.
Florida,2014,M02,622271,Reflects revised population controls and model reestimation.
Florida,2014,M01,630200,Reflects revised population controls and model reestimation.
Florida,2013,M12,593159,Reflects revised population controls and model reestimation.
Florida,2013,M11,619322,Reflects revised population controls and model reestimation.
Florida,2013,M10,651689,Reflects revised population controls and model reestimation.
Florida,2013,M09,679385,Reflects revised population controls and model reestimation.
Florida,2013,M08,705116,Reflects revised population controls and model reestimation.
Florida,2013,M07,722705,Reflects revised population controls and model reestimation.
Florida,2013,M06,729810,Reflects revised population controls and model reestimation.
Florida,2013,M05,684713,Reflects revised population controls and model reestimation.
Florida,2013,M04,657955,Reflects revised population controls and model reestimation.
Florida,2013,M03,676136,Reflects revised population controls and model reestimation.
Florida,2013,M02,710978,Reflects revised population controls and model reestimation.
Florida,2013,M01,773099,Reflects revised population controls and model reestimation.
Florida,2012,M12,735933,Reflects revised population controls and model reestimation.
Florida,2012,M11,730915,Reflects revised population controls and model reestimation.
Florida,2012,M10,764746,Reflects revised population controls and model reestimation.
Florida,2012,M09,787259,Reflects revised population controls and model reestimation.
Florida,2012,M08,829830,Reflects revised population controls and model reestimation.
Florida,2012,M07,858598,Reflects revised population controls and model reestimation.
Florida,2012,M06,841419,Reflects revised population controls and model reestimation.
