state,year,period,value,footnotes
California,2016,M12,19098452,Reflects revised population controls and model reestimation.
California,2016,M11,19157621,Reflects revised population controls and model reestimation.
California,2016,M10,19201496,Reflects revised population controls and model reestimation.
California,2016,M09,19186046,Reflects revised population controls and model reestimation.
California,2016,M08,19178340,Reflects revised population controls and model reestimation.
California,2016,M07,19209227,Reflects revised population controls and model reestimation.
California,2016,M06,19106981,Reflects revised population controls and model reestimation.
California,2016,M05,19021893,Reflects revised population controls and model reestimation.
California,2016,M04,19030030,Reflects revised population controls and model reestimation.
California,2016,M03,19085020,Reflects revised population controls and model reestimation.
California,2016,M02,19041291,Reflects revised population controls and model reestimation.
California,2016,M01,18916318,Reflects revised population controls and model reestimation.
California,2015,M12,18895858,Reflects revised population controls and model reestimation.
California,2015,M11,18909415,Reflects revised population controls and model reestimation.
California,2015,M10,18912676,Reflects revised population controls and model reestimation.
California,2015,M09,18830144,Reflects revised population controls and model reestimation.
California,2015,M08,18906815,Reflects revised population controls and model reestimation.
California,2015,M07,18973393,Reflects revised population controls and model reestimation.
California,2015,M06,18922471,Reflects revised population controls and model reestimation.
California,2015,M05,18939627,Reflects revised population controls and model reestimation.
California,2015,M04,18852520,Reflects revised population controls and model reestimation.
California,2015,M03,18858201,Reflects revised population controls and model reestimation.
California,2015,M02,18873731,Reflects revised population controls and model reestimation.
California,2015,M01,18842970,Reflects revised population controls and model reestimation.
California,2014,M12,18768292,Reflects revised population controls and model reestimation.
California,2014,M11,18869435,Reflects revised population controls and model reestimation.
California,2014,M10,18889506,Reflects revised population controls and model reestimation.
California,2014,M09,18797251,Reflects revised population controls and model reestimation.
California,2014,M08,18815295,Reflects revised population controls and model reestimation.
California,2014,M07,18849631,Reflects revised population controls and model reestimation.
California,2014,M06,18744815,Reflects revised population controls and model reestimation.
California,2014,M05,18689354,Reflects revised population controls and model reestimation.
California,2014,M04,18613370,Reflects revised population controls and model reestimation.
California,2014,M03,18746596,Reflects revised population controls and model reestimation.
California,2014,M02,18687025,Reflects revised population controls and model reestimation.
California,2014,M01,18589729,Reflects revised population controls and model reestimation.
California,2013,M12,18543178,Reflects revised population controls and model reestimation.
California,2013,M11,18618845,Reflects revised population controls and model reestimation.
California,2013,M10,18600060,Reflects revised population controls and model reestimation.
California,2013,M09,18668714,Reflects revised population controls and model reestimation.
California,2013,M08,18689712,Reflects revised population controls and model reestimation.
California,2013,M07,18751280,Reflects revised population controls and model reestimation.
California,2013,M06,18703284,Reflects revised population controls and model reestimation.
California,2013,M05,18611474,Reflects revised population controls and model reestimation.
California,2013,M04,18541493,Reflects revised population controls and model reestimation.
California,2013,M03,18552493,Reflects revised population controls and model reestimation.
California,2013,M02,18604512,Reflects revised population controls and model reestimation.
California,2013,M01,18606843,Reflects revised population controls and model reestimation.
California,2012,M12,18579709,Reflects revised population controls and model reestimation.
California,2012,M11,18573268,Reflects revised population controls and model reestimation.
California,2012,M10,18650563,Reflects revised population controls and model reestimation.
California,2012,M09,18568080,Reflects revised population controls and model reestimation.
California,2012,M08,18555034,Reflects revised population controls and model reestimation.
California,2012,M07,18617984,Reflects revised population controls and model reestimation.
California,2012,M06,18564592,Reflects revised population controls and model reestimation.
California,2012,M05,18476530,Reflects revised population controls and model reestimation.
California,2012,M04,18388262,Reflects revised population controls and model reestimation.
California,2012,M03,18468013,Reflects revised population controls and model reestimation.
California,2012,M02,18467676,Reflects revised population controls and model reestimation.
California,2012,M01,18375806,Reflects revised population controls and model reestimation.
California,2011,M12,18469288,
California,2011,M11,18485709,
California,2011,M10,18518312,
California,2011,M09,18511086,
