state,year,period,value,footnotes
Pennsylvania,2016,M12,6088963,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M11,6127195,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M10,6122494,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M09,6129267,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M08,6128090,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M07,6176968,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M06,6150960,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M05,6141429,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M04,6124645,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M03,6104818,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M02,6082788,Reflects revised population controls and model reestimation.
Pennsylvania,2016,M01,6062725,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M12,6099783,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M11,6106545,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M10,6097041,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M09,6090900,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M08,6108560,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M07,6142114,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M06,6136803,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M05,6117629,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M04,6079930,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M03,6021341,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M02,6011721,Reflects revised population controls and model reestimation.
Pennsylvania,2015,M01,6011579,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M12,6055870,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M11,6077155,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M10,6079312,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M09,6050754,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M08,6039968,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M07,6075768,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M06,6068381,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M05,6033521,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M04,6005110,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M03,5964373,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M02,5926041,Reflects revised population controls and model reestimation.
Pennsylvania,2014,M01,5929199,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M12,5962344,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M11,5978901,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M10,5946012,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M09,5993490,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M08,5998220,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M07,6035475,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M06,6019787,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M05,6002057,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M04,5965484,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M03,5915917,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M02,5904363,Reflects revised population controls and model reestimation.
Pennsylvania,2013,M01,5898035,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M12,5968884,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M11,5999701,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M10,6003365,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M09,5998001,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M08,5968197,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M07,6006298,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M06,5999761,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M05,5976587,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M04,5943058,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M03,5903667,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M02,5868269,Reflects revised population controls and model reestimation.
Pennsylvania,2012,M01,5851976,Reflects revised population controls and model reestimation.
Pennsylvania,2011,M12,5929998,
Pennsylvania,2011,M11,5938831,
Pennsylvania,2011,M10,5921150,
Pennsylvania,2011,M09,5916216,
Pennsylvania,2011,M08,5907719,
Pennsylvania,2011,M07,5925971,
Pennsylvania,2011,M06,5912588,
Pennsylvania,2011,M05,5897056,
Pennsylvania,2011,M04,5882233,
Pennsylvania,2011,M03,5835038,
Pennsylvania,2011,M02,5799115,
Pennsylvania,2011,M01,5799021,
Pennsylvania,2010,M12,5864601,
Pennsylvania,2010,M11,5869404,
Pennsylvania,2010,M10,5870711,
Pennsylvania,2010,M09,5882232,
Pennsylvania,2010,M08,5899030,
Pennsylvania,2010,M07,5916404,
Pennsylvania,2010,M06,5884267,
Pennsylvania,2010,M05,5859925,
Pennsylvania,2010,M04,5845946,
Pennsylvania,2010,M03,5755122,
Pennsylvania,2010,M02,5715749,
Pennsylvania,2010,M01,5727248,
Pennsylvania,2009,M12,5783671,
Pennsylvania,2009,M11,5837970,
Pennsylvania,2009,M10,5833481,
Pennsylvania,2009,M09,5846469,
Pennsylvania,2009,M08,5897777,
Pennsylvania,2009,M07,5955192,
Pennsylvania,2009,M06,5932788,
Pennsylvania,2009,M05,5906486,
Pennsylvania,2009,M04,5916177,
Pennsylvania,2009,M03,5879202,
Pennsylvania,2009,M02,5899005,
Pennsylvania,2009,M01,5935988,
Pennsylvania,2008,M12,6058326,
Pennsylvania,2008,M11,6107783,
Pennsylvania,2008,M10,6139750,
Pennsylvania,2008,M09,6140232,
Pennsylvania,2008,M08,6162559,
Pennsylvania,2008,M07,6201220,
Pennsylvania,2008,M06,6168419,
Pennsylvania,2008,M05,6121491,
Pennsylvania,2008,M04,6108897,
Pennsylvania,2008,M03,6049109,
Pennsylvania,2008,M02,6020083,
Pennsylvania,2008,M01,6037870,
Pennsylvania,2007,M12,6094387,
Pennsylvania,2007,M11,6121244,
Pennsylvania,2007,M10,6092117,
Pennsylvania,2007,M09,6093797,
Pennsylvania,2007,M08,6104834,
Pennsylvania,2007,M07,6149041,
Pennsylvania,2007,M06,6111010,
Pennsylvania,2007,M05,6044743,
Pennsylvania,2007,M04,6017110,
Pennsylvania,2007,M03,6005680,
Pennsylvania,2007,M02,5960458,
Pennsylvania,2007,M01,5974340,
Pennsylvania,2006,M12,6066535,
Pennsylvania,2006,M11,6062164,
Pennsylvania,2006,M10,6059272,
Pennsylvania,2006,M09,6032339,
Pennsylvania,2006,M08,6060133,
Pennsylvania,2006,M07,6079121,
Pennsylvania,2006,M06,6045792,
Pennsylvania,2006,M05,5988390,
Pennsylvania,2006,M04,5965760,
Pennsylvania,2006,M03,5930388,
Pennsylvania,2006,M02,5896698,
Pennsylvania,2006,M01,5893016,
Pennsylvania,2005,M12,5964007,
Pennsylvania,2005,M11,5971038,
Pennsylvania,2005,M10,5982002,
Pennsylvania,2005,M09,5968335,
Pennsylvania,2005,M08,6012730,
Pennsylvania,2005,M07,6034580,
Pennsylvania,2005,M06,5980596,
Pennsylvania,2005,M05,5938018,
Pennsylvania,2005,M04,5914942,
Pennsylvania,2005,M03,5855312,
Pennsylvania,2005,M02,5830929,
Pennsylvania,2005,M01,5834345,
Pennsylvania,2004,M12,5918716,
Pennsylvania,2004,M11,5930109,
Pennsylvania,2004,M10,5918434,
Pennsylvania,2004,M09,5898234,
Pennsylvania,2004,M08,5937088,
Pennsylvania,2004,M07,5965840,
Pennsylvania,2004,M06,5911990,
Pennsylvania,2004,M05,5855336,
Pennsylvania,2004,M04,5837733,
Pennsylvania,2004,M03,5797166,
Pennsylvania,2004,M02,5775251,
Pennsylvania,2004,M01,5778071,
Pennsylvania,2003,M12,5850662,
Pennsylvania,2003,M11,5855125,
Pennsylvania,2003,M10,5847420,
Pennsylvania,2003,M09,5824321,
Pennsylvania,2003,M08,5861691,
Pennsylvania,2003,M07,5880523,
Pennsylvania,2003,M06,5862182,
Pennsylvania,2003,M05,5809342,
Pennsylvania,2003,M04,5798779,
Pennsylvania,2003,M03,5765909,
Pennsylvania,2003,M02,5747015,
Pennsylvania,2003,M01,5757566,
Pennsylvania,2002,M12,5832437,
Pennsylvania,2002,M11,5849179,
Pennsylvania,2002,M10,5887418,
Pennsylvania,2002,M09,5906412,
Pennsylvania,2002,M08,5930187,
Pennsylvania,2002,M07,5949014,
Pennsylvania,2002,M06,5923336,
Pennsylvania,2002,M05,5878586,
Pennsylvania,2002,M04,5852296,
Pennsylvania,2002,M03,5825361,
Pennsylvania,2002,M02,5811452,
Pennsylvania,2002,M01,5777611,
Pennsylvania,2001,M12,5870271,
Pennsylvania,2001,M11,5869440,
Pennsylvania,2001,M10,5881324,
Pennsylvania,2001,M09,5884285,
Pennsylvania,2001,M08,5909920,
Pennsylvania,2001,M07,5964124,
Pennsylvania,2001,M06,5926758,
Pennsylvania,2001,M05,5879664,
Pennsylvania,2001,M04,5871199,
Pennsylvania,2001,M03,5863127,
Pennsylvania,2001,M02,5832641,
Pennsylvania,2001,M01,5827508,
Pennsylvania,2000,M12,5895481,
Pennsylvania,2000,M11,5872858,
Pennsylvania,2000,M10,5865180,
Pennsylvania,2000,M09,5857849,
Pennsylvania,2000,M08,5900471,
Pennsylvania,2000,M07,5927834,
Pennsylvania,2000,M06,5906299,
Pennsylvania,2000,M05,5839755,
Pennsylvania,2000,M04,5843045,
Pennsylvania,2000,M03,5805366,
Pennsylvania,2000,M02,5772140,
Pennsylvania,2000,M01,5768335,
