state,year,period,value,footnotes
Ohio,2016,M12,5393622,Reflects revised population controls and model reestimation.
Ohio,2016,M11,5436147,Reflects revised population controls and model reestimation.
Ohio,2016,M10,5454180,Reflects revised population controls and model reestimation.
Ohio,2016,M09,5438003,Reflects revised population controls and model reestimation.
Ohio,2016,M08,5475617,Reflects revised population controls and model reestimation.
Ohio,2016,M07,5488989,Reflects revised population controls and model reestimation.
Ohio,2016,M06,5467545,Reflects revised population controls and model reestimation.
Ohio,2016,M05,5463647,Reflects revised population controls and model reestimation.
Ohio,2016,M04,5434335,Reflects revised population controls and model reestimation.
Ohio,2016,M03,5409031,Reflects revised population controls and model reestimation.
Ohio,2016,M02,5376613,Reflects revised population controls and model reestimation.
Ohio,2016,M01,5331747,Reflects revised population controls and model reestimation.
Ohio,2015,M12,5410556,Reflects revised population controls and model reestimation.
Ohio,2015,M11,5437019,Reflects revised population controls and model reestimation.
Ohio,2015,M10,5448663,Reflects revised population controls and model reestimation.
Ohio,2015,M09,5406217,Reflects revised population controls and model reestimation.
Ohio,2015,M08,5457911,Reflects revised population controls and model reestimation.
Ohio,2015,M07,5462691,Reflects revised population controls and model reestimation.
Ohio,2015,M06,5453323,Reflects revised population controls and model reestimation.
Ohio,2015,M05,5453585,Reflects revised population controls and model reestimation.
Ohio,2015,M04,5413459,Reflects revised population controls and model reestimation.
Ohio,2015,M03,5361057,Reflects revised population controls and model reestimation.
Ohio,2015,M02,5338278,Reflects revised population controls and model reestimation.
Ohio,2015,M01,5310353,Reflects revised population controls and model reestimation.
Ohio,2014,M12,5395830,Reflects revised population controls and model reestimation.
Ohio,2014,M11,5434222,Reflects revised population controls and model reestimation.
Ohio,2014,M10,5454380,Reflects revised population controls and model reestimation.
Ohio,2014,M09,5399339,Reflects revised population controls and model reestimation.
Ohio,2014,M08,5418185,Reflects revised population controls and model reestimation.
Ohio,2014,M07,5415987,Reflects revised population controls and model reestimation.
Ohio,2014,M06,5401650,Reflects revised population controls and model reestimation.
Ohio,2014,M05,5383049,Reflects revised population controls and model reestimation.
Ohio,2014,M04,5343328,Reflects revised population controls and model reestimation.
Ohio,2014,M03,5295127,Reflects revised population controls and model reestimation.
Ohio,2014,M02,5247923,Reflects revised population controls and model reestimation.
Ohio,2014,M01,5218358,Reflects revised population controls and model reestimation.
Ohio,2013,M12,5297561,Reflects revised population controls and model reestimation.
Ohio,2013,M11,5327984,Reflects revised population controls and model reestimation.
Ohio,2013,M10,5307540,Reflects revised population controls and model reestimation.
Ohio,2013,M09,5313590,Reflects revised population controls and model reestimation.
Ohio,2013,M08,5340244,Reflects revised population controls and model reestimation.
Ohio,2013,M07,5349870,Reflects revised population controls and model reestimation.
Ohio,2013,M06,5332194,Reflects revised population controls and model reestimation.
Ohio,2013,M05,5325918,Reflects revised population controls and model reestimation.
Ohio,2013,M04,5283533,Reflects revised population controls and model reestimation.
Ohio,2013,M03,5220014,Reflects revised population controls and model reestimation.
Ohio,2013,M02,5195717,Reflects revised population controls and model reestimation.
Ohio,2013,M01,5165677,Reflects revised population controls and model reestimation.
Ohio,2012,M12,5271711,Reflects revised population controls and model reestimation.
Ohio,2012,M11,5311581,Reflects revised population controls and model reestimation.
Ohio,2012,M10,5347627,Reflects revised population controls and model reestimation.
Ohio,2012,M09,5303586,Reflects revised population controls and model reestimation.
Ohio,2012,M08,5315968,Reflects revised population controls and model reestimation.
Ohio,2012,M07,5328038,Reflects revised population controls and model reestimation.
Ohio,2012,M06,5329746,Reflects revised population controls and model reestimation.
Ohio,2012,M05,5316510,Reflects revised population controls and model reestimation.
Ohio,2012,M04,5275296,Reflects revised population controls and model reestimation.
Ohio,2012,M03,5242330,Reflects revised population controls and model reestimation.
Ohio,2012,M02,5201975,Reflects revised population controls and model reestimation.
Ohio,2012,M01,5163646,Reflects revised population controls and model reestimation.
Ohio,2011,M12,5268721,
Ohio,2011,M11,5303512,
Ohio,2011,M10,5309295,
Ohio,2011,M09,5284476,
Ohio,2011,M08,5312333,
Ohio,2011,M07,5296459,
Ohio,2011,M06,5277856,
Ohio,2011,M05,5279122,
Ohio,2011,M04,5257348,
Ohio,2011,M03,5217804,
Ohio,2011,M02,5178332,
Ohio,2011,M01,5149596,
Ohio,2010,M12,5242810,
Ohio,2010,M11,5269991,
Ohio,2010,M10,5291503,
Ohio,2010,M09,5275938,
Ohio,2010,M08,5312855,
Ohio,2010,M07,5304299,
Ohio,2010,M06,5288586,
Ohio,2010,M05,5281044,
Ohio,2010,M04,5260818,
Ohio,2010,M03,5176370,
Ohio,2010,M02,5140158,
Ohio,2010,M01,5120231,
Ohio,2009,M12,5194828,
Ohio,2009,M11,5261364,
Ohio,2009,M10,5270157,
Ohio,2009,M09,5262875,
Ohio,2009,M08,5328794,
Ohio,2009,M07,5347173,
Ohio,2009,M06,5329761,
Ohio,2009,M05,5322841,
Ohio,2009,M04,5321609,
Ohio,2009,M03,5294517,
Ohio,2009,M02,5308071,
Ohio,2009,M01,5323184,
Ohio,2008,M12,5461177,
Ohio,2008,M11,5534480,
Ohio,2008,M10,5590063,
Ohio,2008,M09,5575806,
Ohio,2008,M08,5624347,
Ohio,2008,M07,5648482,
Ohio,2008,M06,5636132,
Ohio,2008,M05,5622689,
Ohio,2008,M04,5610020,
Ohio,2008,M03,5563976,
Ohio,2008,M02,5550371,
Ohio,2008,M01,5552569,
Ohio,2007,M12,5641971,
Ohio,2007,M11,5698221,
Ohio,2007,M10,5692286,
Ohio,2007,M09,5673660,
Ohio,2007,M08,5700104,
Ohio,2007,M07,5717863,
Ohio,2007,M06,5705144,
Ohio,2007,M05,5668037,
Ohio,2007,M04,5630836,
Ohio,2007,M03,5621535,
Ohio,2007,M02,5575358,
Ohio,2007,M01,5567604,
Ohio,2006,M12,5678785,
Ohio,2006,M11,5689904,
Ohio,2006,M10,5703511,
Ohio,2006,M09,5651630,
Ohio,2006,M08,5693746,
Ohio,2006,M07,5682111,
Ohio,2006,M06,5660705,
Ohio,2006,M05,5620935,
Ohio,2006,M04,5580850,
Ohio,2006,M03,5545984,
Ohio,2006,M02,5506014,
Ohio,2006,M01,5479046,
Ohio,2005,M12,5571664,
Ohio,2005,M11,5591969,
Ohio,2005,M10,5613771,
Ohio,2005,M09,5574874,
Ohio,2005,M08,5626592,
Ohio,2005,M07,5615988,
Ohio,2005,M06,5576543,
Ohio,2005,M05,5549934,
Ohio,2005,M04,5509744,
Ohio,2005,M03,5449412,
Ohio,2005,M02,5416821,
Ohio,2005,M01,5395666,
Ohio,2004,M12,5506061,
Ohio,2004,M11,5540989,
Ohio,2004,M10,5548493,
Ohio,2004,M09,5512359,
Ohio,2004,M08,5565016,
Ohio,2004,M07,5571700,
Ohio,2004,M06,5531978,
Ohio,2004,M05,5503230,
Ohio,2004,M04,5477147,
Ohio,2004,M03,5443490,
Ohio,2004,M02,5424524,
Ohio,2004,M01,5404337,
Ohio,2003,M12,5499088,
Ohio,2003,M11,5529050,
Ohio,2003,M10,5540170,
Ohio,2003,M09,5504262,
Ohio,2003,M08,5551429,
Ohio,2003,M07,5551072,
Ohio,2003,M06,5539637,
Ohio,2003,M05,5520665,
Ohio,2003,M04,5503510,
Ohio,2003,M03,5463081,
Ohio,2003,M02,5443020,
Ohio,2003,M01,5425308,
Ohio,2002,M12,5507381,
Ohio,2002,M11,5528889,
Ohio,2002,M10,5566310,
Ohio,2002,M09,5552170,
Ohio,2002,M08,5570165,
Ohio,2002,M07,5562363,
Ohio,2002,M06,5544287,
Ohio,2002,M05,5530084,
Ohio,2002,M04,5491459,
Ohio,2002,M03,5472785,
Ohio,2002,M02,5461986,
Ohio,2002,M01,5411856,
Ohio,2001,M12,5534705,
Ohio,2001,M11,5560589,
Ohio,2001,M10,5584148,
Ohio,2001,M09,5564029,
Ohio,2001,M08,5587750,
Ohio,2001,M07,5624033,
Ohio,2001,M06,5602379,
Ohio,2001,M05,5585393,
Ohio,2001,M04,5563630,
Ohio,2001,M03,5556150,
Ohio,2001,M02,5527803,
Ohio,2001,M01,5514950,
Ohio,2000,M12,5595243,
Ohio,2000,M11,5590909,
Ohio,2000,M10,5590401,
Ohio,2000,M09,5550166,
Ohio,2000,M08,5595175,
Ohio,2000,M07,5598318,
Ohio,2000,M06,5597519,
Ohio,2000,M05,5557481,
Ohio,2000,M04,5549856,
Ohio,2000,M03,5513053,
Ohio,2000,M02,5482963,
Ohio,2000,M01,5460003,
