state,year,period,value,footnotes
Alaska,2016,M12,23311,Reflects revised population controls and model reestimation.
Alaska,2016,M11,23006,Reflects revised population controls and model reestimation.
Alaska,2016,M10,22232,Reflects revised population controls and model reestimation.
Alaska,2016,M09,21892,Reflects revised population controls and model reestimation.
Alaska,2016,M08,21301,Reflects revised population controls and model reestimation.
Alaska,2016,M07,22540,Reflects revised population controls and model reestimation.
Alaska,2016,M06,24922,Reflects revised population controls and model reestimation.
Alaska,2016,M05,23829,Reflects revised population controls and model reestimation.
Alaska,2016,M04,24232,Reflects revised population controls and model reestimation.
Alaska,2016,M03,25741,Reflects revised population controls and model reestimation.
Alaska,2016,M02,26762,Reflects revised population controls and model reestimation.
Alaska,2016,M01,25900,Reflects revised population controls and model reestimation.
Alaska,2015,M12,23522,Reflects revised population controls and model reestimation.
Alaska,2015,M11,23265,Reflects revised population controls and model reestimation.
Alaska,2015,M10,22001,Reflects revised population controls and model reestimation.
Alaska,2015,M09,21048,Reflects revised population controls and model reestimation.
Alaska,2015,M08,20369,Reflects revised population controls and model reestimation.
Alaska,2015,M07,21718,Reflects revised population controls and model reestimation.
Alaska,2015,M06,24194,Reflects revised population controls and model reestimation.
Alaska,2015,M05,23010,Reflects revised population controls and model reestimation.
Alaska,2015,M04,23522,Reflects revised population controls and model reestimation.
Alaska,2015,M03,25426,Reflects revised population controls and model reestimation.
Alaska,2015,M02,26386,Reflects revised population controls and model reestimation.
Alaska,2015,M01,25798,Reflects revised population controls and model reestimation.
Alaska,2014,M12,23346,Reflects revised population controls and model reestimation.
Alaska,2014,M11,23452,Reflects revised population controls and model reestimation.
Alaska,2014,M10,22382,Reflects revised population controls and model reestimation.
Alaska,2014,M09,22747,Reflects revised population controls and model reestimation.
Alaska,2014,M08,22404,Reflects revised population controls and model reestimation.
Alaska,2014,M07,23982,Reflects revised population controls and model reestimation.
Alaska,2014,M06,26240,Reflects revised population controls and model reestimation.
Alaska,2014,M05,25067,Reflects revised population controls and model reestimation.
Alaska,2014,M04,25835,Reflects revised population controls and model reestimation.
Alaska,2014,M03,27637,Reflects revised population controls and model reestimation.
Alaska,2014,M02,28795,Reflects revised population controls and model reestimation.
Alaska,2014,M01,28037,Reflects revised population controls and model reestimation.
Alaska,2013,M12,25217,Reflects revised population controls and model reestimation.
Alaska,2013,M11,25174,Reflects revised population controls and model reestimation.
Alaska,2013,M10,23826,Reflects revised population controls and model reestimation.
Alaska,2013,M09,22722,Reflects revised population controls and model reestimation.
Alaska,2013,M08,22054,Reflects revised population controls and model reestimation.
Alaska,2013,M07,23445,Reflects revised population controls and model reestimation.
Alaska,2013,M06,26143,Reflects revised population controls and model reestimation.
Alaska,2013,M05,25133,Reflects revised population controls and model reestimation.
Alaska,2013,M04,25490,Reflects revised population controls and model reestimation.
Alaska,2013,M03,26963,Reflects revised population controls and model reestimation.
Alaska,2013,M02,28370,Reflects revised population controls and model reestimation.
Alaska,2013,M01,28394,Reflects revised population controls and model reestimation.
Alaska,2012,M12,25938,Reflects revised population controls and model reestimation.
Alaska,2012,M11,24904,Reflects revised population controls and model reestimation.
Alaska,2012,M10,23458,Reflects revised population controls and model reestimation.
Alaska,2012,M09,22912,Reflects revised population controls and model reestimation.
Alaska,2012,M08,22532,Reflects revised population controls and model reestimation.
Alaska,2012,M07,24262,Reflects revised population controls and model reestimation.
Alaska,2012,M06,26794,Reflects revised population controls and model reestimation.
Alaska,2012,M05,26098,Reflects revised population controls and model reestimation.
Alaska,2012,M04,26992,Reflects revised population controls and model reestimation.
Alaska,2012,M03,28912,Reflects revised population controls and model reestimation.
Alaska,2012,M02,29994,Reflects revised population controls and model reestimation.
Alaska,2012,M01,29740,Reflects revised population controls and model reestimation.
Alaska,2011,M12,28299,
Alaska,2011,M11,27115,
Alaska,2011,M10,25385,
Alaska,2011,M09,24616,
Alaska,2011,M08,24386,
Alaska,2011,M07,25571,
Alaska,2011,M06,28269,
Alaska,2011,M05,27203,
Alaska,2011,M04,28389,
Alaska,2011,M03,30468,
Alaska,2011,M02,31843,
Alaska,2011,M01,31477,
Alaska,2010,M12,28778,
Alaska,2010,M11,27892,
Alaska,2010,M10,26229,
Alaska,2010,M09,25363,
Alaska,2010,M08,24853,
Alaska,2010,M07,26171,
Alaska,2010,M06,28830,
Alaska,2010,M05,28250,
Alaska,2010,M04,29494,
Alaska,2010,M03,31867,
Alaska,2010,M02,32632,
Alaska,2010,M01,31605,
Alaska,2009,M12,28479,
Alaska,2009,M11,28621,
Alaska,2009,M10,27366,
Alaska,2009,M09,26042,
Alaska,2009,M08,25174,
Alaska,2009,M07,26347,
Alaska,2009,M06,29041,
Alaska,2009,M05,27814,
Alaska,2009,M04,28141,
Alaska,2009,M03,29333,
Alaska,2009,M02,29620,
Alaska,2009,M01,28281,
Alaska,2008,M12,24638,
Alaska,2008,M11,23955,
Alaska,2008,M10,22324,
Alaska,2008,M09,21227,
Alaska,2008,M08,20912,
Alaska,2008,M07,22082,
Alaska,2008,M06,24546,
Alaska,2008,M05,23718,
Alaska,2008,M04,24331,
Alaska,2008,M03,25771,
Alaska,2008,M02,26634,
Alaska,2008,M01,25755,
Alaska,2007,M12,22816,
Alaska,2007,M11,21976,
Alaska,2007,M10,20396,
Alaska,2007,M09,19825,
Alaska,2007,M08,19082,
Alaska,2007,M07,20409,
Alaska,2007,M06,22759,
Alaska,2007,M05,21858,
Alaska,2007,M04,22544,
Alaska,2007,M03,24449,
Alaska,2007,M02,25234,
Alaska,2007,M01,25129,
Alaska,2006,M12,22828,
Alaska,2006,M11,22148,
Alaska,2006,M10,20839,
Alaska,2006,M09,20077,
Alaska,2006,M08,19730,
Alaska,2006,M07,20982,
Alaska,2006,M06,23356,
Alaska,2006,M05,23194,
Alaska,2006,M04,24136,
Alaska,2006,M03,25979,
Alaska,2006,M02,27369,
Alaska,2006,M01,27154,
Alaska,2005,M12,24332,
Alaska,2005,M11,23875,
Alaska,2005,M10,22181,
Alaska,2005,M09,20936,
Alaska,2005,M08,20035,
Alaska,2005,M07,21400,
Alaska,2005,M06,23892,
Alaska,2005,M05,23124,
Alaska,2005,M04,23866,
Alaska,2005,M03,26133,
Alaska,2005,M02,27829,
Alaska,2005,M01,27374,
Alaska,2004,M12,24663,
Alaska,2004,M11,24370,
Alaska,2004,M10,22971,
Alaska,2004,M09,21998,
Alaska,2004,M08,21394,
Alaska,2004,M07,22634,
Alaska,2004,M06,26143,
Alaska,2004,M05,24705,
Alaska,2004,M04,25796,
Alaska,2004,M03,28065,
Alaska,2004,M02,29448,
Alaska,2004,M01,29017,
Alaska,2003,M12,26271,
Alaska,2003,M11,25787,
Alaska,2003,M10,23941,
Alaska,2003,M09,22942,
Alaska,2003,M08,22657,
Alaska,2003,M07,24224,
Alaska,2003,M06,26743,
Alaska,2003,M05,25715,
Alaska,2003,M04,26769,
Alaska,2003,M03,28389,
Alaska,2003,M02,29410,
Alaska,2003,M01,28506,
Alaska,2002,M12,25103,
Alaska,2002,M11,24112,
Alaska,2002,M10,22511,
Alaska,2002,M09,21782,
Alaska,2002,M08,21089,
Alaska,2002,M07,22293,
Alaska,2002,M06,24711,
Alaska,2002,M05,23312,
Alaska,2002,M04,24382,
Alaska,2002,M03,25713,
Alaska,2002,M02,25827,
Alaska,2002,M01,25012,
Alaska,2001,M12,21720,
Alaska,2001,M11,20931,
Alaska,2001,M10,18762,
Alaska,2001,M09,17872,
Alaska,2001,M08,17369,
Alaska,2001,M07,18707,
Alaska,2001,M06,21399,
Alaska,2001,M05,20706,
Alaska,2001,M04,21030,
Alaska,2001,M03,22481,
Alaska,2001,M02,23402,
Alaska,2001,M01,23565,
Alaska,2000,M12,20591,
Alaska,2000,M11,20033,
Alaska,2000,M10,18420,
Alaska,2000,M09,17796,
Alaska,2000,M08,17017,
Alaska,2000,M07,18212,
Alaska,2000,M06,21094,
Alaska,2000,M05,20446,
Alaska,2000,M04,21092,
Alaska,2000,M03,22604,
Alaska,2000,M02,23708,
Alaska,2000,M01,23372,
