state,year,period,value,footnotes
Oregon,2016,M12,2052822,Reflects revised population controls and model reestimation.
Oregon,2016,M11,2070415,Reflects revised population controls and model reestimation.
Oregon,2016,M10,2076489,Reflects revised population controls and model reestimation.
Oregon,2016,M09,2075688,Reflects revised population controls and model reestimation.
Oregon,2016,M08,2085823,Reflects revised population controls and model reestimation.
Oregon,2016,M07,2084202,Reflects revised population controls and model reestimation.
Oregon,2016,M06,2074431,Reflects revised population controls and model reestimation.
Oregon,2016,M05,2043391,Reflects revised population controls and model reestimation.
Oregon,2016,M04,2037794,Reflects revised population controls and model reestimation.
Oregon,2016,M03,2034388,Reflects revised population controls and model reestimation.
Oregon,2016,M02,2022510,Reflects revised population controls and model reestimation.
Oregon,2016,M01,2003414,Reflects revised population controls and model reestimation.
Oregon,2015,M12,2007644,Reflects revised population controls and model reestimation.
Oregon,2015,M11,2015212,Reflects revised population controls and model reestimation.
Oregon,2015,M10,2010744,Reflects revised population controls and model reestimation.
Oregon,2015,M09,1999815,Reflects revised population controls and model reestimation.
Oregon,2015,M08,2005657,Reflects revised population controls and model reestimation.
Oregon,2015,M07,1999947,Reflects revised population controls and model reestimation.
Oregon,2015,M06,1985465,Reflects revised population controls and model reestimation.
Oregon,2015,M05,1961642,Reflects revised population controls and model reestimation.
Oregon,2015,M04,1945922,Reflects revised population controls and model reestimation.
Oregon,2015,M03,1936787,Reflects revised population controls and model reestimation.
Oregon,2015,M02,1936453,Reflects revised population controls and model reestimation.
Oregon,2015,M01,1930824,Reflects revised population controls and model reestimation.
Oregon,2014,M12,1938312,Reflects revised population controls and model reestimation.
Oregon,2014,M11,1958756,Reflects revised population controls and model reestimation.
Oregon,2014,M10,1963272,Reflects revised population controls and model reestimation.
Oregon,2014,M09,1956730,Reflects revised population controls and model reestimation.
Oregon,2014,M08,1967479,Reflects revised population controls and model reestimation.
Oregon,2014,M07,1967313,Reflects revised population controls and model reestimation.
Oregon,2014,M06,1949267,Reflects revised population controls and model reestimation.
Oregon,2014,M05,1923241,Reflects revised population controls and model reestimation.
Oregon,2014,M04,1913659,Reflects revised population controls and model reestimation.
Oregon,2014,M03,1912826,Reflects revised population controls and model reestimation.
Oregon,2014,M02,1907328,Reflects revised population controls and model reestimation.
Oregon,2014,M01,1896525,Reflects revised population controls and model reestimation.
Oregon,2013,M12,1897907,Reflects revised population controls and model reestimation.
Oregon,2013,M11,1912930,Reflects revised population controls and model reestimation.
Oregon,2013,M10,1910367,Reflects revised population controls and model reestimation.
Oregon,2013,M09,1914458,Reflects revised population controls and model reestimation.
Oregon,2013,M08,1926536,Reflects revised population controls and model reestimation.
Oregon,2013,M07,1928641,Reflects revised population controls and model reestimation.
Oregon,2013,M06,1919637,Reflects revised population controls and model reestimation.
Oregon,2013,M05,1896108,Reflects revised population controls and model reestimation.
Oregon,2013,M04,1891988,Reflects revised population controls and model reestimation.
Oregon,2013,M03,1890343,Reflects revised population controls and model reestimation.
Oregon,2013,M02,1896415,Reflects revised population controls and model reestimation.
Oregon,2013,M01,1898522,Reflects revised population controls and model reestimation.
Oregon,2012,M12,1911498,Reflects revised population controls and model reestimation.
Oregon,2012,M11,1930703,Reflects revised population controls and model reestimation.
