state,year,period,value,footnotes
Texas,2016,M12,4.5,Reflects revised population controls and model reestimation.
Texas,2016,M11,4.5,Reflects revised population controls and model reestimation.
Texas,2016,M10,4.6,Reflects revised population controls and model reestimation.
Texas,2016,M09,4.8,Reflects revised population controls and model reestimation.
Texas,2016,M08,4.9,Reflects revised population controls and model reestimation.
Texas,2016,M07,5.1,Reflects revised population controls and model reestimation.
Texas,2016,M06,5.0,Reflects revised population controls and model reestimation.
Texas,2016,M05,4.3,Reflects revised population controls and model reestimation.
Texas,2016,M04,4.3,Reflects revised population controls and model reestimation.
Texas,2016,M03,4.5,Reflects revised population controls and model reestimation.
Texas,2016,M02,4.4,Reflects revised population controls and model reestimation.
Texas,2016,M01,4.5,Reflects revised population controls and model reestimation.
Texas,2015,M12,4.2,Reflects revised population controls and model reestimation.
Texas,2015,M11,4.4,Reflects revised population controls and model reestimation.
Texas,2015,M10,4.4,Reflects revised population controls and model reestimation.
Texas,2015,M09,4.5,Reflects revised population controls and model reestimation.
Texas,2015,M08,4.6,Reflects revised population controls and model reestimation.
Texas,2015,M07,4.8,Reflects revised population controls and model reestimation.
Texas,2015,M06,4.7,Reflects revised population controls and model reestimation.
Texas,2015,M05,4.3,Reflects revised population controls and model reestimation.
Texas,2015,M04,4.0,Reflects revised population controls and model reestimation.
Texas,2015,M03,4.3,Reflects revised population controls and model reestimation.
Texas,2015,M02,4.4,Reflects revised population controls and model reestimation.
Texas,2015,M01,4.7,Reflects revised population controls and model reestimation.
Texas,2014,M12,4.2,Reflects revised population controls and model reestimation.
Texas,2014,M11,4.5,Reflects revised population controls and model reestimation.
Texas,2014,M10,4.6,Reflects revised population controls and model reestimation.
Texas,2014,M09,4.9,Reflects revised population controls and model reestimation.
Texas,2014,M08,5.4,Reflects revised population controls and model reestimation.
Texas,2014,M07,5.6,Reflects revised population controls and model reestimation.
Texas,2014,M06,5.4,Reflects revised population controls and model reestimation.
Texas,2014,M05,5.0,Reflects revised population controls and model reestimation.
Texas,2014,M04,4.8,Reflects revised population controls and model reestimation.
Texas,2014,M03,5.4,Reflects revised population controls and model reestimation.
Texas,2014,M02,5.7,Reflects revised population controls and model reestimation.
Texas,2014,M01,5.7,Reflects revised population controls and model reestimation.
Texas,2013,M12,5.4,Reflects revised population controls and model reestimation.
Texas,2013,M11,5.7,Reflects revised population controls and model reestimation.
Texas,2013,M10,6.0,Reflects revised population controls and model reestimation.
Texas,2013,M09,6.1,Reflects revised population controls and model reestimation.
Texas,2013,M08,6.3,Reflects revised population controls and model reestimation.
Texas,2013,M07,6.6,Reflects revised population controls and model reestimation.
Texas,2013,M06,6.8,Reflects revised population controls and model reestimation.
Texas,2013,M05,6.2,Reflects revised population controls and model reestimation.
