state,year,period,value,footnotes
Florida,2016,M12,9909607,Reflects revised population controls and model reestimation.
Florida,2016,M11,9927342,Reflects revised population controls and model reestimation.
Florida,2016,M10,9932052,Reflects revised population controls and model reestimation.
Florida,2016,M09,9946538,Reflects revised population controls and model reestimation.
Florida,2016,M08,9867355,Reflects revised population controls and model reestimation.
Florida,2016,M07,9879776,Reflects revised population controls and model reestimation.
Florida,2016,M06,9825069,Reflects revised population controls and model reestimation.
Florida,2016,M05,9819355,Reflects revised population controls and model reestimation.
Florida,2016,M04,9766559,Reflects revised population controls and model reestimation.
Florida,2016,M03,9790964,Reflects revised population controls and model reestimation.
Florida,2016,M02,9734040,Reflects revised population controls and model reestimation.
Florida,2016,M01,9668561,Reflects revised population controls and model reestimation.
Florida,2015,M12,9642554,Reflects revised population controls and model reestimation.
Florida,2015,M11,9626792,Reflects revised population controls and model reestimation.
Florida,2015,M10,9636089,Reflects revised population controls and model reestimation.
Florida,2015,M09,9630265,Reflects revised population controls and model reestimation.
Florida,2015,M08,9620634,Reflects revised population controls and model reestimation.
Florida,2015,M07,9651887,Reflects revised population controls and model reestimation.
Florida,2015,M06,9642035,Reflects revised population controls and model reestimation.
Florida,2015,M05,9695580,Reflects revised population controls and model reestimation.
Florida,2015,M04,9598700,Reflects revised population controls and model reestimation.
Florida,2015,M03,9569169,Reflects revised population controls and model reestimation.
Florida,2015,M02,9552816,Reflects revised population controls and model reestimation.
Florida,2015,M01,9557542,Reflects revised population controls and model reestimation.
Florida,2014,M12,9534403,Reflects revised population controls and model reestimation.
Florida,2014,M11,9591244,Reflects revised population controls and model reestimation.
Florida,2014,M10,9647025,Reflects revised population controls and model reestimation.
Florida,2014,M09,9641768,Reflects revised population controls and model reestimation.
Florida,2014,M08,9603623,Reflects revised population controls and model reestimation.
Florida,2014,M07,9643636,Reflects revised population controls and model reestimation.
Florida,2014,M06,9611402,Reflects revised population controls and model reestimation.
Florida,2014,M05,9625675,Reflects revised population controls and model reestimation.
Florida,2014,M04,9538573,Reflects revised population controls and model reestimation.
Florida,2014,M03,9571287,Reflects revised population controls and model reestimation.
Florida,2014,M02,9497917,Reflects revised population controls and model reestimation.
Florida,2014,M01,9448981,Reflects revised population controls and model reestimation.
Florida,2013,M12,9407766,Reflects revised population controls and model reestimation.
Florida,2013,M11,9431755,Reflects revised population controls and model reestimation.
Florida,2013,M10,9410093,Reflects revised population controls and model reestimation.
Florida,2013,M09,9529753,Reflects revised population controls and model reestimation.
Florida,2013,M08,9491556,Reflects revised population controls and model reestimation.
Florida,2013,M07,9529916,Reflects revised population controls and model reestimation.
Florida,2013,M06,9516278,Reflects revised population controls and model reestimation.
Florida,2013,M05,9518411,Reflects revised population controls and model reestimation.
Florida,2013,M04,9413240,Reflects revised population controls and model reestimation.
Florida,2013,M03,9367451,Reflects revised population controls and model reestimation.
Florida,2013,M02,9363466,Reflects revised population controls and model reestimation.
Florida,2013,M01,9379428,Reflects revised population controls and model reestimation.
Florida,2012,M12,9397211,Reflects revised population controls and model reestimation.
Florida,2012,M11,9401862,Reflects revised population controls and model reestimation.
Florida,2012,M10,9482296,Reflects revised population controls and model reestimation.
Florida,2012,M09,9481718,Reflects revised population controls and model reestimation.
Florida,2012,M08,9390314,Reflects revised population controls and model reestimation.
Florida,2012,M07,9441462,Reflects revised population controls and model reestimation.
Florida,2012,M06,9436133,Reflects revised population controls and model reestimation.
Florida,2012,M05,9426566,Reflects revised population controls and model reestimation.
