state,year,period,value,footnotes
Arizona,2016,M12,152384,Reflects revised population controls and model reestimation.
Arizona,2016,M11,155867,Reflects revised population controls and model reestimation.
Arizona,2016,M10,167206,Reflects revised population controls and model reestimation.
Arizona,2016,M09,175080,Reflects revised population controls and model reestimation.
Arizona,2016,M08,186548,Reflects revised population controls and model reestimation.
Arizona,2016,M07,186236,Reflects revised population controls and model reestimation.
Arizona,2016,M06,183455,Reflects revised population controls and model reestimation.
Arizona,2016,M05,163739,Reflects revised population controls and model reestimation.
Arizona,2016,M04,167967,Reflects revised population controls and model reestimation.
Arizona,2016,M03,171025,Reflects revised population controls and model reestimation.
Arizona,2016,M02,171147,Reflects revised population controls and model reestimation.
Arizona,2016,M01,178545,Reflects revised population controls and model reestimation.
Arizona,2015,M12,172789,Reflects revised population controls and model reestimation.
Arizona,2015,M11,178770,Reflects revised population controls and model reestimation.
Arizona,2015,M10,186750,Reflects revised population controls and model reestimation.
Arizona,2015,M09,192588,Reflects revised population controls and model reestimation.
Arizona,2015,M08,205564,Reflects revised population controls and model reestimation.
Arizona,2015,M07,206319,Reflects revised population controls and model reestimation.
Arizona,2015,M06,200488,Reflects revised population controls and model reestimation.
Arizona,2015,M05,186624,Reflects revised population controls and model reestimation.
Arizona,2015,M04,181351,Reflects revised population controls and model reestimation.
Arizona,2015,M03,185229,Reflects revised population controls and model reestimation.
Arizona,2015,M02,189411,Reflects revised population controls and model reestimation.
Arizona,2015,M01,203876,Reflects revised population controls and model reestimation.
Arizona,2014,M12,191549,Reflects revised population controls and model reestimation.
Arizona,2014,M11,196962,Reflects revised population controls and model reestimation.
Arizona,2014,M10,204531,Reflects revised population controls and model reestimation.
Arizona,2014,M09,212741,Reflects revised population controls and model reestimation.
Arizona,2014,M08,226068,Reflects revised population controls and model reestimation.
Arizona,2014,M07,227380,Reflects revised population controls and model reestimation.
Arizona,2014,M06,219834,Reflects revised population controls and model reestimation.
Arizona,2014,M05,204455,Reflects revised population controls and model reestimation.
Arizona,2014,M04,192544,Reflects revised population controls and model reestimation.
Arizona,2014,M03,210809,Reflects revised population controls and model reestimation.
Arizona,2014,M02,211424,Reflects revised population controls and model reestimation.
Arizona,2014,M01,218357,Reflects revised population controls and model reestimation.
Arizona,2013,M12,213499,Reflects revised population controls and model reestimation.
Arizona,2013,M11,219701,Reflects revised population controls and model reestimation.
