state,year,period,value,footnotes
Hawaii,2016,M12,691469,Reflects revised population controls and model reestimation.
Hawaii,2016,M11,692102,Reflects revised population controls and model reestimation.
Hawaii,2016,M10,687426,Reflects revised population controls and model reestimation.
Hawaii,2016,M09,685456,Reflects revised population controls and model reestimation.
Hawaii,2016,M08,686674,Reflects revised population controls and model reestimation.
Hawaii,2016,M07,689706,Reflects revised population controls and model reestimation.
Hawaii,2016,M06,686621,Reflects revised population controls and model reestimation.
Hawaii,2016,M05,681018,Reflects revised population controls and model reestimation.
Hawaii,2016,M04,681793,Reflects revised population controls and model reestimation.
Hawaii,2016,M03,681602,Reflects revised population controls and model reestimation.
Hawaii,2016,M02,679931,Reflects revised population controls and model reestimation.
Hawaii,2016,M01,680740,Reflects revised population controls and model reestimation.
Hawaii,2015,M12,679784,Reflects revised population controls and model reestimation.
Hawaii,2015,M11,679298,Reflects revised population controls and model reestimation.
Hawaii,2015,M10,673826,Reflects revised population controls and model reestimation.
Hawaii,2015,M09,673139,Reflects revised population controls and model reestimation.
Hawaii,2015,M08,675859,Reflects revised population controls and model reestimation.
Hawaii,2015,M07,678271,Reflects revised population controls and model reestimation.
Hawaii,2015,M06,677588,Reflects revised population controls and model reestimation.
Hawaii,2015,M05,672964,Reflects revised population controls and model reestimation.
Hawaii,2015,M04,673199,Reflects revised population controls and model reestimation.
Hawaii,2015,M03,672192,Reflects revised population controls and model reestimation.
Hawaii,2015,M02,670512,Reflects revised population controls and model reestimation.
Hawaii,2015,M01,672291,Reflects revised population controls and model reestimation.
Hawaii,2014,M12,669508,Reflects revised population controls and model reestimation.
Hawaii,2014,M11,670733,Reflects revised population controls and model reestimation.
Hawaii,2014,M10,665624,Reflects revised population controls and model reestimation.
Hawaii,2014,M09,664678,Reflects revised population controls and model reestimation.
Hawaii,2014,M08,667432,Reflects revised population controls and model reestimation.
Hawaii,2014,M07,671715,Reflects revised population controls and model reestimation.
Hawaii,2014,M06,670085,Reflects revised population controls and model reestimation.
Hawaii,2014,M05,664302,Reflects revised population controls and model reestimation.
Hawaii,2014,M04,664657,Reflects revised population controls and model reestimation.
Hawaii,2014,M03,662803,Reflects revised population controls and model reestimation.
Hawaii,2014,M02,660232,Reflects revised population controls and model reestimation.
Hawaii,2014,M01,661220,Reflects revised population controls and model reestimation.
Hawaii,2013,M12,658864,Reflects revised population controls and model reestimation.
Hawaii,2013,M11,658036,Reflects revised population controls and model reestimation.
Hawaii,2013,M10,652210,Reflects revised population controls and model reestimation.
Hawaii,2013,M09,649418,Reflects revised population controls and model reestimation.
Hawaii,2013,M08,649592,Reflects revised population controls and model reestimation.
Hawaii,2013,M07,653626,Reflects revised population controls and model reestimation.
Hawaii,2013,M06,651294,Reflects revised population controls and model reestimation.
Hawaii,2013,M05,645424,Reflects revised population controls and model reestimation.
Hawaii,2013,M04,645223,Reflects revised population controls and model reestimation.
Hawaii,2013,M03,644359,Reflects revised population controls and model reestimation.
Hawaii,2013,M02,643001,Reflects revised population controls and model reestimation.
Hawaii,2013,M01,643547,Reflects revised population controls and model reestimation.
Hawaii,2012,M12,644185,Reflects revised population controls and model reestimation.
Hawaii,2012,M11,646179,Reflects revised population controls and model reestimation.
Hawaii,2012,M10,642093,Reflects revised population controls and model reestimation.
Hawaii,2012,M09,641428,Reflects revised population controls and model reestimation.
Hawaii,2012,M08,645292,Reflects revised population controls and model reestimation.
Hawaii,2012,M07,650179,Reflects revised population controls and model reestimation.
Hawaii,2012,M06,650385,Reflects revised population controls and model reestimation.
Hawaii,2012,M05,646714,Reflects revised population controls and model reestimation.
Hawaii,2012,M04,649170,Reflects revised population controls and model reestimation.
Hawaii,2012,M03,650303,Reflects revised population controls and model reestimation.
Hawaii,2012,M02,649215,Reflects revised population controls and model reestimation.
Hawaii,2012,M01,651076,Reflects revised population controls and model reestimation.
Hawaii,2011,M12,653392,
Hawaii,2011,M11,656819,
Hawaii,2011,M10,654059,
Hawaii,2011,M09,655121,
Hawaii,2011,M08,660342,
Hawaii,2011,M07,666657,
Hawaii,2011,M06,666121,
Hawaii,2011,M05,662454,
Hawaii,2011,M04,663706,
Hawaii,2011,M03,663479,
Hawaii,2011,M02,660684,
Hawaii,2011,M01,660206,
Hawaii,2010,M12,656944,
Hawaii,2010,M11,657743,
Hawaii,2010,M10,650539,
Hawaii,2010,M09,649188,
Hawaii,2010,M08,652281,
Hawaii,2010,M07,656749,
Hawaii,2010,M06,652004,
Hawaii,2010,M05,644452,
Hawaii,2010,M04,643393,
Hawaii,2010,M03,637716,
Hawaii,2010,M02,632922,
Hawaii,2010,M01,633059,
Hawaii,2009,M12,629473,
Hawaii,2009,M11,629732,
Hawaii,2009,M10,626047,
Hawaii,2009,M09,627477,
Hawaii,2009,M08,631749,
Hawaii,2009,M07,638122,
Hawaii,2009,M06,636751,
Hawaii,2009,M05,631859,
Hawaii,2009,M04,633809,
Hawaii,2009,M03,632017,
Hawaii,2009,M02,630715,
Hawaii,2009,M01,632529,
Hawaii,2008,M12,632747,
Hawaii,2008,M11,635914,
Hawaii,2008,M10,632069,
Hawaii,2008,M09,634247,
Hawaii,2008,M08,640711,
Hawaii,2008,M07,647977,
Hawaii,2008,M06,647745,
Hawaii,2008,M05,642800,
Hawaii,2008,M04,644071,
Hawaii,2008,M03,640953,
Hawaii,2008,M02,638269,
Hawaii,2008,M01,638789,
Hawaii,2007,M12,637563,
Hawaii,2007,M11,636703,
Hawaii,2007,M10,631406,
Hawaii,2007,M09,631853,
Hawaii,2007,M08,635404,
Hawaii,2007,M07,642807,
Hawaii,2007,M06,643425,
Hawaii,2007,M05,638430,
Hawaii,2007,M04,640381,
Hawaii,2007,M03,641765,
Hawaii,2007,M02,639656,
Hawaii,2007,M01,641344,
Hawaii,2006,M12,640724,
Hawaii,2006,M11,642198,
Hawaii,2006,M10,636211,
Hawaii,2006,M09,636466,
Hawaii,2006,M08,640114,
Hawaii,2006,M07,644918,
Hawaii,2006,M06,642705,
Hawaii,2006,M05,636212,
Hawaii,2006,M04,637641,
Hawaii,2006,M03,636188,
Hawaii,2006,M02,632903,
Hawaii,2006,M01,632848,
Hawaii,2005,M12,633213,
Hawaii,2005,M11,633707,
Hawaii,2005,M10,629197,
Hawaii,2005,M09,628454,
Hawaii,2005,M08,631461,
Hawaii,2005,M07,634474,
Hawaii,2005,M06,629875,
Hawaii,2005,M05,623149,
Hawaii,2005,M04,624011,
Hawaii,2005,M03,620494,
Hawaii,2005,M02,617654,
Hawaii,2005,M01,617256,
Hawaii,2004,M12,616033,
Hawaii,2004,M11,617089,
Hawaii,2004,M10,610606,
Hawaii,2004,M09,608528,
Hawaii,2004,M08,612722,
Hawaii,2004,M07,617287,
Hawaii,2004,M06,614152,
Hawaii,2004,M05,608371,
Hawaii,2004,M04,609399,
Hawaii,2004,M03,607202,
Hawaii,2004,M02,604067,
Hawaii,2004,M01,605480,
Hawaii,2003,M12,604513,
Hawaii,2003,M11,604829,
Hawaii,2003,M10,599793,
Hawaii,2003,M09,600093,
Hawaii,2003,M08,603646,
Hawaii,2003,M07,609441,
Hawaii,2003,M06,607839,
Hawaii,2003,M05,601612,
Hawaii,2003,M04,603058,
Hawaii,2003,M03,601391,
Hawaii,2003,M02,599624,
Hawaii,2003,M01,601628,
Hawaii,2002,M12,597971,
Hawaii,2002,M11,598928,
Hawaii,2002,M10,594737,
Hawaii,2002,M09,595785,
Hawaii,2002,M08,599378,
Hawaii,2002,M07,605826,
Hawaii,2002,M06,605152,
Hawaii,2002,M05,600365,
Hawaii,2002,M04,601094,
Hawaii,2002,M03,602535,
Hawaii,2002,M02,603123,
Hawaii,2002,M01,606196,
Hawaii,2001,M12,607399,
Hawaii,2001,M11,610660,
Hawaii,2001,M10,605545,
Hawaii,2001,M09,606469,
Hawaii,2001,M08,610016,
Hawaii,2001,M07,617377,
Hawaii,2001,M06,615615,
Hawaii,2001,M05,610172,
Hawaii,2001,M04,614139,
Hawaii,2001,M03,611797,
Hawaii,2001,M02,609574,
Hawaii,2001,M01,608789,
Hawaii,2000,M12,607820,
Hawaii,2000,M11,607090,
Hawaii,2000,M10,601720,
Hawaii,2000,M09,601023,
Hawaii,2000,M08,604869,
Hawaii,2000,M07,610624,
Hawaii,2000,M06,609797,
Hawaii,2000,M05,605129,
Hawaii,2000,M04,607535,
Hawaii,2000,M03,605906,
Hawaii,2000,M02,604299,
Hawaii,2000,M01,605550,
